province;red;green;blue;x;x;old IDs;;;
1220;30;201;251;Torres Strait;x;1407;1220;;
1221;31;221;251;Arafuam Sea;x;1408;1221;;
1222;32;251;251;Kolepom Bay;x;1409;1222;;
1223;33;201;201;Gulf of Carpentaria;x;1410;1223;;
1224;34;201;251;Great Barrier Reef;x;1411;1224;;
1225;35;221;251;Capricorn Bay;x;1412;1225;;
1226;36;251;251;Cape Howe;x;1413;1226;;
1227;37;201;201;Bass Strait;x;1414;1227;;
1228;38;201;251;Kangaroo Island;x;1415;1228;;
1229;39;221;251;Great Australian Bight;x;1416;1229;;
1230;40;251;251;Cape Leuwiin;x;1417;1230;;
1231;41;201;201;Shark Bay;x;1418;1231;;
1232;42;201;251;Northwest Cape;x;1419;1232;;
1233;43;221;251;King Sound;x;1420;1233;;
1234;44;251;251;Tasman Sea;x;1421;1234;;
1235;45;201;201;Southern Tasman Sea;x;1422;1235;;
1236;46;201;251;Cook Strait;x;1423;1236;;
1237;47;221;251;Northern Tasman Sea;x;1424;1237;;
1238;48;251;251;Cape Farwell;x;1425;1238;;
1239;49;201;201;Coast of New Zealand;x;1426;1239;;
1240;50;201;251;Cantebury Bight;x;1427;1240;;
1241;51;221;251;Sea of Antarctica;x;1428;1241;;
1242;52;251;251;New Caledonian Sea;x;1429;1242;;
1243;53;201;201;Coral Sea;x;1430;1243;;
1244;54;201;251;Gilbert Sea;x;1431;1244;;
1245;55;221;251;Solomon Sea;x;1432;1245;;
1246;56;251;251;Nauru Island;x;1433;1246;;
1247;57;201;201;Melanesia Sea;x;1434;1247;;
1248;58;201;251;Micronesia Sea;x;1435;1248;;
1249;59;221;251;Yap Islands;x;1436;1249;;
1250;60;251;251;Mariana Islands;x;1437;1250;;
1251;61;201;201;Tinian Sea;x;1438;1251;;
1252;62;201;251;Iwo Jima Sea;x;1439;1252;;
1253;63;221;251;Sanriku Coast;x;1440;1253;;
1254;64;251;251;The Kuriles;x;1441;1254;;
1255;65;201;201;Bay of Uka;x;1442;1255;;
1256;66;201;251;Bay of Oljut;x;1443;1256;;
1257;67;221;251;Bay of Anadyr;x;1444;1257;;
1258;68;251;251;Bering Sea;x;1445;1258;;
1259;69;201;201;Horn of Africa;x;1446;1259;;
1260;70;201;251;Coast of Pepper;x;1447;1260;;
1261;71;221;251;Zanzibar Strait;x;1448;1261;;
1262;72;251;251;Mozambique Channel;x;1449;1262;;
1263;73;201;201;Diego Suarez Bay;x;1450;1263;;
1264;74;201;251;Western Arabian Sea;x;1451;1264;;
1265;75;221;251;Eastern Arabian Sea;x;1452;1265;;
1266;76;251;251;The Seychelles;x;1453;1266;;
1267;77;201;201;Coast of Tamatave;x;1454;1267;;
1268;78;201;251;The Mascareignes;x;1455;1268;;
1269;79;221;251;Gulf of Zambeze;x;1456;1269;;
1270;80;251;251;Coast of Natal;x;1457;1270;;
1271;81;201;201;Coast of Transkei;x;1458;1271;;
1272;82;201;251;Coast of Ciskei;x;1459;1272;;
1273;83;221;251;Cape of Good Hope;x;1460;1273;;
1274;84;251;251;Coast of Namibia;x;1461;1274;;
1275;85;201;201;Coast of Angola;x;1462;1275;;
1276;86;201;251;Gulf of Kongo;x;1463;1276;;
1277;87;221;251;Coast of Cameroon;x;1464;1277;;
1278;88;251;251;Gulf of Nigeria;x;1465;1278;;
1279;89;201;201;Ivory Coast;x;1466;1279;;
1280;90;201;251;Gold Coast;x;1467;1280;;
1281;91;221;251;Coast of Gamvia;x;1468;1281;;
1282;92;251;251;Coast of Guinea;x;1469;1282;;
1283;93;201;201;Maueretanian Coast;x;1470;1283;;
1284;94;201;251;Canarian Sea;x;1471;1284;;
1285;95;221;251;Coast of Morocco;x;1472;1285;;
1286;96;251;251;Jan Mayen Sea;x;1473;1286;;
1287;97;201;201;Spitzberg Sea;x;1474;1287;;
1288;98;201;251;Icelandic Sea;x;1475;1288;;
1289;99;221;251;Eastern Coast of Iceland;x;1476;1289;;
1290;100;251;251;Western Coast of Iceland;x;1477;1290;;
1291;101;201;201;Northeastern Atlantic;x;1478;1291;;
1292;102;201;251;Rockall;x;1479;1292;;
1293;103;221;251;Denmark Strait;x;1480;1293;;
1294;104;251;251;Eastern Coast of Greenland;x;1481;1294;;
1295;105;201;201;Western Coast of Greenland;x;1482;1295;;
1296;106;201;251;Labrador Strait;x;1483;1296;;
1297;107;221;251;Baffin Bay;x;1484;1297;;
1298;108;251;251;Hudson Straits;x;1485;1298;;
1299;109;201;201;James Bay;x;1486;1299;;
1300;110;201;251;Western Hudson Bay;x;1487;1300;;
1301;111;221;251;Eastern Hudson Bay;x;1488;1301;;
1302;112;251;251;Foxe Bassin;x;1489;1302;;
1303;113;201;201;Gulf of St. Lawrence;x;1490;1303;;
1304;114;201;251;Cabot Strait;x;1491;1304;;
1305;115;221;251;Bay of Fundy;x;1492;1305;;
1306;116;251;251;Strait of Belle Isle;x;1493;1306;;
1307;117;201;201;Fortune Bay;x;1494;1307;;
1308;118;201;251;Notre Dame Bay;x;1495;1308;;
1309;119;221;251;Labrador Sea;x;1496;1309;;
1310;120;251;251;Greenland Sea;x;1497;1310;;
1311;121;201;201;Northern Atlantic;x;1498;1311;;
1312;122;201;251;Masschusetts Bay;x;1499;1312;;
1313;123;221;251;Chesapaeake Bay;x;1500;1313;;
1314;124;251;251;Cape Hatteras;x;1501;1314;;
1315;125;201;201;Coast of Carolina;x;1502;1315;;
1316;126;201;251;Coast of Florida;x;1503;1316;;
1317;127;221;251;Sea of Sargassos;x;1504;1317;;
1318;1;202;202;Apalachee Bay;x;1506;1318;;
1319;2;202;252;Mobile Bay;x;1507;1319;;
1320;3;222;252;Galveston Bay;x;1508;1320;;
1321;4;252;252;Tampico Bay;x;1509;1321;;
1322;5;202;202;Yucatan Sea;x;1510;1322;;
1323;6;202;252;Gulf of Mexico;x;1511;1323;;
1324;7;222;252;Yucatan Channel;x;1512;1324;;
1325;8;252;252;Belize Bay;x;1513;1325;;
1326;9;202;202;Moscitos Coast;x;1514;1326;;
1327;10;202;252;Gulf of Darien;x;1515;1327;;
1328;11;222;252;Jamica Channel;x;1516;1328;;
1329;12;252;252;Central Carribean;x;1517;1329;;
1330;13;202;202;Northwestern Carribean;x;1518;1330;;
1331;14;202;252;Venezualan Gulf;x;1519;1331;;
1332;15;222;252;Venezuelan Sea;x;1520;1332;;
1333;16;252;252;Eastern Carribean;x;1521;1333;;
1334;17;202;202;Windward Islands;x;1522;1334;;
1335;18;202;252;Lesser Antilles;x;1523;1335;;
1336;19;222;252;Turks & Caicos Sea;x;1524;1336;;
1337;20;252;252;Coast of Cuba;x;1525;1337;;
1338;21;202;202;Coast of Hispaniola;x;1526;1338;;
1339;22;202;252;Guyana Coast;x;1527;1339;;
1340;23;222;252;Bay of Belem;x;1528;1340;;
1341;24;252;252;Amazonas Gulf;x;1529;1341;;
1342;25;202;202;Coast of Brazil;x;1530;1342;;
1343;26;202;252;Coast of Recife;x;1531;1343;;
1344;27;222;252;Coast of Pernambuc;x;1532;1344;;
1345;28;252;252;Todos Santos Bay;x;1533;1345;;
1346;29;202;202;Rio De Janeiro;x;1534;1346;;
1347;30;202;252;Baia Parangua;x;1535;1347;;
1348;31;222;252;Rio De La Plata;x;1536;1348;;
1349;32;252;252;Bahia Blanca;x;1537;1349;;
1350;33;202;202;Coast of Patagonia;x;1538;1350;;
1351;34;202;252;Magellan Strait;x;1539;1351;;
1352;35;222;252;South Chilean Coast;x;1540;1352;;
1353;36;252;252;Coast of Chile;x;1541;1353;;
1354;37;202;202;Atacama Coast;x;1542;1354;;
1355;38;202;252;Arica Gulf;x;1543;1355;;
1356;39;222;252;Arequipa Bay;x;1544;1356;;
1357;40;252;252;Coast of Peru;x;1545;1357;;
1358;41;202;202;Guayaguil Bay;x;1546;1358;;
1359;42;202;252;Coast of Ecuador;x;1547;1359;;
1360;43;222;252;Gulf of Panama;x;1548;1360;;
1361;44;252;252;Bay of Costa Rica;x;1549;1361;;
1362;45;202;202;Acapulco Bay;x;1550;1362;;
1363;46;202;252;Manzazilla Bay;x;1551;1363;;
1364;47;222;252;Mazatlan Bay;x;1552;1364;;
1365;48;252;252;Gulf of California;x;1553;1365;;
1366;49;202;202;Coast of Baja;x;1554;1366;;
1367;50;202;252;Coast of California;x;1555;1367;;
1368;51;222;252;Santa Catalina Islands;x;1556;1368;;
1369;52;252;252;Coast of Oregon;x;1557;1369;;
1370;53;202;202;Coast of Columbia;x;1558;1370;;
1371;54;202;252;Hecate Strait;x;1559;1371;;
1372;55;222;252;Gulf of Alaska;x;1560;1372;;
1373;56;252;252;Coast of Alaska;x;1561;1373;;
1374;57;202;202;Kuskowim Bay;x;1562;1374;;
1375;58;202;252;Hatton Bank;x;1563;1375;;
1376;59;222;252;Eastern Gibbs Fracture;x;1564;1376;;
1377;60;252;252;Western Gibbs Fracture;x;1565;1377;;
1378;61;202;202;Iberian Shelf;x;1566;1378;;
1379;62;202;252;Sea of Azores;x;1567;1379;;
1380;63;222;252;Corner Seamounts;x;1568;1380;;
1381;64;252;252;New England Seamounts;x;1569;1381;;
1382;65;202;202;Sable Island Bank;x;1570;1382;;
1383;66;202;252;Blake Plataeu;x;1571;1383;;
1384;67;222;252;West Bermuda Sea;x;1572;1384;;
1385;68;252;252;East Bermuda Sea;x;1573;1385;;
1386;69;202;202;Some Funny Seaname;x;1574;1386;;
1387;70;202;252;Northern Guiana Basin;x;1575;1387;;
1388;71;222;252;Guiana Basin;x;1576;1388;;
1389;72;252;252;Southern Guiana Basin;x;1577;1389;;
1390;73;202;202;Canary Approach;x;1578;1390;;
1391;74;202;252;Cap Verde Approach;x;1579;1391;;
1392;75;222;252;Central Atlantic #1;x;1580;1392;;
1393;76;252;252;Central Atlantic #2;x;1581;1393;;
1394;77;202;202;Central Atlantic #3;x;1582;1394;;
1395;78;202;252;Central Atlantic #4;x;1583;1395;;
1396;79;222;252;Romanche Gap;x;1584;1396;;
1397;80;252;252;East Guinea Basin;x;1585;1397;;
1398;81;202;202;West Guinea Basin;x;1586;1398;;
1399;82;202;252;Coast of Falklands;x;1587;1399;;
1400;83;222;252;New Georgia Islands;x;1588;1400;;
1401;84;252;252;Western Atlantic #1;x;1589;1401;;
1402;85;202;202;Western Atlantic #2;x;1590;1402;;
1403;86;202;252;Western Atlantic #3;x;1591;1403;;
1404;87;222;252;Western Atlantic #4;x;1592;1404;;
1405;88;252;252;Western Atlantic #5;x;1593;1405;;
1406;89;202;202;Western Atlantic #6;x;1594;1406;;
1407;90;202;252;East of Magellans;x;1595;1407;;
1408;91;222;252;Central Atlantic #5;x;1596;1408;;
1409;92;252;252;Central Atlantic #6;x;1597;1409;;
1410;93;202;202;Central Atlantic #7;x;1598;1410;;
1411;94;202;252;Central Atlantic #8;x;1599;1411;;
1412;95;222;252;Eastern Atlantic #1;x;1600;1412;;
1413;96;252;252;Eastern Atlantic #2;x;1601;1413;;
1414;97;202;202;Eastern Atlantic #3;x;1602;1414;;
1415;98;202;252;Eastern Atlantic #4;x;1603;1415;;
1416;99;222;252;Eastern Atlantic #5;x;1604;1416;;
1417;100;252;252;Eastern Atlantic #6;x;1605;1417;;
1418;101;202;202;Southern Atlantic #1;x;1606;1418;;
1419;102;202;252;Southern Atlantic #2;x;1607;1419;;
1420;103;222;252;Southern Atlantic #3;x;1608;1420;;
1421;104;252;252;Southern Atlantic #4;x;1609;1421;;
1422;105;202;202;Cape of Storms;x;1610;1422;;
1423;106;202;252;Gulf of Bengal;x;1611;1423;;
1424;107;222;252;Northen Bay of Bengal;x;1612;1424;;
1425;108;252;252;Southern Bay of Bengal;x;1613;1425;;
1426;109;202;202;Ceylon Sea;x;1614;1426;;
1427;110;202;252;Coast of Maldives;x;1615;1427;;
1428;111;222;252;Indian Ocean #1;x;1616;1428;;
1429;112;252;252;Indian Ocean #2;x;1617;1429;;
1430;113;202;202;Indian Ocean #3;x;1618;1430;;
1431;114;202;252;Indian Ocean #4;x;1619;1431;;
1432;115;222;252;Indian Ocean #5;x;1620;1432;;
1433;116;252;252;Indian Ocean #6;x;1621;1433;;
1434;117;202;202;Indian Ocean #7;x;1622;1434;;
1435;118;202;252;Indian Ocean #8;x;1623;1435;;
1436;119;222;252;Indian Ocean #9;x;1624;1436;;
1437;120;252;252;Indian Ocean #10;x;1625;1437;;
1438;121;202;202;Indian Ocean #11;x;1626;1438;;
1439;122;202;252;Indian Ocean #12;x;1627;1439;;
1440;123;222;252;Indian Ocean #13;x;1628;1440;;
1441;124;252;252;Indian Ocean #14;x;1629;1441;;
1442;125;202;202;Indian Ocean #15;x;1630;1442;;
1443;126;202;252;Indian Ocean #16;x;1631;1443;;
1444;127;222;252;Indian Ocean #17;x;1632;1444;;
1445;0;253;253;Indian Ocean #18;x;1633;1445;;
1446;1;203;203;Indian Ocean #19;x;1634;1446;;
1447;2;203;253;Indian Ocean #20;x;1635;1447;;
1448;3;223;253;Indian Ocean #21;x;1636;1448;;
1449;4;253;253;Indian Ocean #22;x;1637;1449;;
1450;5;203;203;Indian Ocean #23;x;1638;1450;;
1451;6;203;253;Indian Ocean #24;x;1639;1451;;
1452;7;223;253;Indian Ocean #25;x;1640;1452;;
1453;8;253;253;Indian Ocean #26;x;1641;1453;;
1454;9;203;203;Indian Ocean #27;x;1642;1454;;
1455;10;203;253;Indian Ocean #28;x;1643;1455;;
1456;11;223;253;Indian Ocean #29;x;1644;1456;;
1457;12;253;253;Indian Ocean #30;x;1645;1457;;
1458;13;203;203;Indian Ocean #31;x;1646;1458;;
1459;14;203;253;Indian Ocean #32;x;1647;1459;;
1460;15;223;253;Lake Tchad;x;1648;1460;;
1461;16;253;253;Lake Victoria;x;1649;1461;;
1462;17;203;203;Lake Tangayika;x;1650;1462;;
1463;18;203;253;Lake Malawi;x;1651;1463;;
1464;19;223;253;White Sea;x;1652;1464;;
1465;20;253;253;Lake Balchasj;x;1653;1465;;
1466;21;203;203;Lake Bajkal;x;1654;1466;;
1467;22;203;253;Poyang Lake;x;1655;1467;;
1468;23;223;253;Lake Titicaca;x;1656;1468;;
1469;26;203;253;Lake Ontario;x;1659;1469;;
1470;27;223;253;Lake Erie;x;1660;1470;;
1471;28;253;253;Lake Huron;x;1661;1471;;
1472;29;203;203;Lake Michigan;x;1662;1472;;
1473;30;203;253;Lake Superior;x;1663;1473;;
1474;31;223;253;Lake Nipigon;x;1664;1474;;
1475;32;253;253;Lake Winnipeg;x;1665;1475;;
1476;33;203;203;Western Pacific #1;x;1666;1476;;
1477;34;203;253;Western Pacific #2;x;1667;1477;;
1478;35;223;253;Western Pacific #3;x;1668;1478;;
1479;36;253;253;Western Pacific #4;x;1669;1479;;
1480;37;203;203;Western Pacific #5;x;1670;1480;;
1481;38;203;253;Western Pacific #6;x;1671;1481;;
1482;39;223;253;Western Pacific #7;x;1672;1482;;
1483;40;253;253;Western Pacific #8;x;1673;1483;;
1484;41;203;203;Western Pacific #9;x;1674;1484;;
1485;42;203;253;Western Pacific #10;x;1675;1485;;
1486;43;223;253;Western Pacific #11;x;1676;1486;;
1487;44;253;253;Northern Pacific #1;x;1677;1487;;
1488;45;203;203;Northern Pacific #2;x;1678;1488;;
1489;46;203;253;Northern Pacific #3;x;1679;1489;;
1490;47;223;253;Northern Pacific #4;x;1680;1490;;
1491;48;253;253;Northern Pacific #5;x;1681;1491;;
1492;49;203;203;Northern Pacific #6;x;1682;1492;;
1493;50;203;253;Northern Pacific #7;x;1683;1493;;
1494;51;223;253;Northern Pacific #8;x;1684;1494;;
1495;52;253;253;Northern Pacific #9;x;1685;1495;;
1496;53;203;203;Northern Pacific #10;x;1686;1496;;
1497;54;203;253;Central Pacific #1;x;1687;1497;;
1498;55;223;253;Central Pacific #2;x;1688;1498;;
1499;56;253;253;Central Pacific #3;x;1689;1499;;
1500;57;203;203;Central Pacific #4;x;1690;1500;;
1501;58;203;253;Central Pacific #5;x;1691;1501;;
1502;59;223;253;Central Pacific #6;x;1692;1502;;
1503;60;253;253;Central Pacific #7;x;1693;1503;;
1504;61;203;203;Central Pacific #8;x;1694;1504;;
1505;62;203;253;Central Pacific #9;x;1695;1505;;
1506;63;223;253;Central Pacific #10;x;1696;1506;;
1507;64;253;253;Coast of Hawaii;x;1697;1507;;
1508;65;203;203;Central Pacific #11;x;1698;1508;;
1509;66;203;253;Central Pacific #12;x;1699;1509;;
1510;67;223;253;Eastern Pacific #1;x;1700;1510;;
1511;68;253;253;Eastern Pacific #2;x;1701;1511;;
1512;69;203;203;Eastern Pacific #3;x;1702;1512;;
1513;70;203;253;Eastern Pacific #4;x;1703;1513;;
1514;71;223;253;Eastern Pacific #5;x;1704;1514;;
1515;72;253;253;Eastern Pacific #6;x;1705;1515;;
1516;73;203;203;Eastern Pacific #7;x;1706;1516;;
1517;74;203;253;Eastern Pacific #8;x;1707;1517;;
1518;75;223;253;Eastern Pacific #9;x;1708;1518;;
1519;76;253;253;Eastern Pacific #10;x;1709;1519;;
1520;77;203;203;Eastern Pacific #11;x;1710;1520;;
1521;78;203;253;Eastern Pacific #12;x;1711;1521;;
1522;79;223;253;Eastern Pacific #13;x;1712;1522;;
1523;80;253;253;Eastern Pacific #14;x;1713;1523;;
1524;81;203;203;Eastern Pacific #15;x;1714;1524;;
1525;82;203;253;Eastern Pacific #16;x;1715;1525;;
1526;83;223;253;Eastern Pacific #17;x;1716;1526;;
1527;85;203;203;Southern Pacifc #1;x;1717;1527;;
1528;86;203;253;Southern Pacifc #2;x;1718;1528;;
1529;87;223;253;Southern Pacifc #3;x;1719;1529;;
1530;88;253;253;Southern Pacifc #4;x;1720;1530;;
1531;89;203;203;Southern Pacifc #5;x;1721;1531;;
1532;90;203;253;Southern Pacifc #6;x;1722;1532;;
1533;91;223;253;Southern Pacifc #7;x;1723;1533;;
1534;92;253;253;Southern Pacifc #8;x;1724;1534;;
1535;93;203;203;Southern Pacifc #9;x;1725;1535;;
1536;94;203;253;Southern Pacifc #10;x;1726;1536;;
1537;95;223;253;Southern Pacifc #11;x;1727;1537;;
1538;96;253;253;Southern Pacifc #12;x;1728;1538;;
1539;97;203;203;Southern Pacifc #13;x;1729;1539;;
1540;98;203;253;Southern Pacifc #14;x;1730;1540;;
1541;99;223;253;Southern Pacifc #15;x;1731;1541;;
1542;100;253;253;Southern Pacifc #16;x;1732;1542;;
1543;101;203;203;Southern Pacifc #17;x;1733;1543;;
1544;102;203;253;Southern Pacifc #18;x;1734;1544;;
1545;103;223;253;Southern Pacifc #19;x;1735;1545;;
1546;104;203;203;Southern Pacifc #20;x;1736;1546;;
1547;106;203;253;Southern Pacifc #22;x;1737;1547;;
1548;107;223;253;Southern Pacifc #23;x;1738;1548;;
1549;108;253;253;Southern Pacifc #24;x;1739;1549;;
1550;109;203;203;Southern Pacifc #25;x;1740;1550;;
1551;110;203;253;Southern Pacifc #26;x;1741;1551;;
1552;194;70;173;Cambray;x;1743;1552;;
1553;195;74;79;Cantabria;x;1745;1553;;
1554;67;76;126;Burgos;x;1746;1554;;
1555;195;78;173;Caceres;x;1747;1555;;
1556;67;80;32;La Mancha;x;1748;1556;;
1557;67;84;126;Alicante;x;1750;1557;;
1558;195;86;173;Ceuta;x;1751;1558;;
1559;68;88;32;Rzhev;x;1752;1559;;
1560;196;90;79;Kostroma;x;1753;1560;;
1561;68;92;126;Orel;x;1754;1561;;
1562;196;94;173;Ustyug;x;1755;1562;;
1563;68;96;32;Budjak;x;1756;1563;;
1564;196;98;79;Oberpfalz;x;1757;1564;;
1565;69;104;32;Koblenz;x;1760;1565;;
1566;197;106;79;Alzey;x;1761;1566;;
1567;69;108;126;Kassel;x;1762;1567;;
1568;69;112;32;Burgas;x;1764;1568;;
1569;197;114;79;Nis;x;1765;1569;;
1570;70;116;126;Kosovo;x;1766;1570;;
1571;198;118;173;Osijek;x;1767;1571;;
1572;70;120;32;Lienz;x;1768;1572;;
1573;198;122;79;G�;x;1769;1573;;
1574;70;124;126;Ostmarch;x;1770;1574;;
1575;198;126;173;Erz;x;1771;1575;;
1576;70;128;32;Presburg;x;1772;1576;;
1577;199;130;79;Achaea;x;1773;1577;;
1578;71;132;126;Treviso;x;1774;1578;;
1579;71;136;32;Karelia;x;1776;1579;;
1580;199;138;79;Kola;x;1777;1580;;
1581;71;140;126;Kasimov;x;1778;1581;;
1582;199;142;173;Rub' al Khali;x;1779;1582;;
1583;72;144;32;Komi;x;1780;1583;;
1584;200;146;79;Western Siberia;x;1781;1584;;
1585;72;148;126;Eastern Siberia;x;1782;1585;;
1586;200;150;173;Koryak;x;1783;1586;;
1587;72;152;32;Tiam Shan;x;1784;1587;;
1588;200;154;79;Karakoram;x;1785;1588;;
1589;72;156;126;Takla Makan;x;1786;1589;;
1590;201;158;173;Himalaya;x;1787;1590;;
1591;73;32;32;Arunachal;x;1788;1591;;
1592;201;34;79;Maoke;x;1789;1592;;
1593;73;36;126;Western Australia;x;1790;1593;;
1594;201;38;173;Central Australia;x;1791;1594;;
1595;201;42;79;Merina;x;1792;1595;;
1596;74;44;126;El Djouf;x;1793;1596;;
1597;202;46;173;Central Sahara;x;1794;1597;;
1598;74;48;32;East Sahara;x;1795;1598;;
1599;202;50;79;Central Africa;x;1796;1599;;
1600;74;52;126;Inner Kongo;x;1797;1600;;
1601;202;54;173;Imatong;x;1798;1601;;
1602;74;56;32;Urgoma;x;1799;1602;;
1603;203;58;79;Limpopo;x;1800;1603;;
1604;75;60;126;Kalahari;x;1801;1604;;
1605;203;62;173;Northern Amazonas;x;1802;1605;;
1606;75;64;32;Southern Amazonas;x;1803;1606;;
1607;203;66;79;Greenland;x;1804;1607;;
1608;75;68;126;Quebec;x;1805;1608;;
1609;203;70;173;Weagamow;x;1806;1609;;
1610;76;72;32;Baffin Island;x;1807;1610;;
1611;204;74;79;Great Basin;x;1808;1611;;
1612;76;76;126;Great Plains;x;1809;1612;;
1613;204;78;173;Alaska;x;1810;1613;;
1614;76;80;32;Nunavut;x;1811;1614;;
1615;204;82;79;Northwest Territories;x;1812;1615;;
1616;76;84;126;Saskatchewan;x;1813;1616;;
1617;205;86;173;Columbia;x;1814;1617;;
1618;205;90;79;Hejian;x;1816;1618;;
1619;77;92;126;Nan;x;1817;1619;;
1620;205;94;173;Chikuzen;x;1818;1620;;
1621;77;96;32;Tosa;x;1819;1621;;
1622;205;98;79;Awa;x;1820;1622;;
1623;78;104;32;Stung Treng;x;1823;1623;;
1624;206;106;79;Wenzhou;x;1824;1624;;
1625;78;108;126;Aki;x;1825;1625;;
1626;206;110;173;Lika;x;1826;1626;;
1627;78;112;32;Raska;x;1827;1627;;
1628;207;114;79;Soli;x;1828;1628;;
1629;79;116;126;Xiamen;x;1829;1629;;
1630;207;118;173;Tajima;x;1830;1630;;
1631;79;120;32;Travunia;x;1831;1631;;
1632;207;122;79;Yamato;x;1832;1632;;
1633;79;124;126;Ji'an;x;1833;1633;;
1634;80;128;32;Mino;x;1835;1634;;
1635;208;130;79;Nanyang;x;1836;1635;;
1636;80;132;126;Etchu;x;1837;1636;;
1637;208;134;173;Hefei;x;1838;1637;;
1638;80;136;32;Totomi;x;1839;1638;;
1639;208;138;79;Guilin;x;1840;1639;;
1640;209;142;173;Narva;x;1842;1640;;
1641;81;144;32;Kozuke;x;1843;1641;;
1642;209;146;79;Xiankhouang;x;1844;1642;;
1643;81;148;126;Pyeongyang;x;1845;1643;;
1644;209;150;173;Amasya;x;1846;1644;;
1645;81;152;32;Shiribeshi;x;1847;1645;;
1646;209;154;79;Hamid;x;1848;1646;;
1647;82;156;126;Hama;x;1849;1647;;
1648;210;158;173;Mudanjiang;x;1850;1648;;
1649;82;32;32;Ribatejo;x;1851;1649;;
1650;210;34;79;Tokachi;x;1852;1650;;
1651;82;36;126;Kozani;x;1853;1651;;
1652;210;38;173;Jaffa;x;1854;1652;;
1653;82;40;32;Sidon;x;1855;1653;;
1654;211;42;79;Abkhazia;x;1856;1654;;
1655;83;52;126;Derby;x;1861;1655;;
1656;84;56;32;Graz;x;1863;1656;;
1657;212;58;79;Somogy;x;1864;1657;;
1658;212;62;173;Namur ;x;1866;1658;;
1659;84;64;32;Freiburg;x;1867;1659;;
1660;212;66;79;Augsburg;x;1868;1660;;
1661;84;68;126;Zurich;x;1869;1661;;
1662;213;70;173;S:t Gallen;x;1870;1662;;
1663;85;72;32;Wallis;x;1871;1663;;
1664;86;84;126;Ulm;x;1872;1664;;
1665;85;76;126;Chur;x;1873;1665;;
1666;142;110;192;Turin;x;1875;1666;;
1667;213;82;79;Frankfurt;x;1876;1667;;
1668;86;92;126;Charolais;x;1877;1668;;
1669;214;86;173;Aachen;x;1878;1669;;
1670;86;88;32;Alencon;x;1879;1670;;
1671;214;90;79;Sundgau;x;1880;1671;;
1672;213;74;79;St. Martin;x;1881;1672;;
1673;214;94;173;Guelma;x;1882;1673;;
1674;0;0;232;Western Finish lakes;x;1883;1674;;
1675;1;0;236;East Finish lakes;x;1884;1675;;
1676;2;0;240;Central finish lakes;x;1885;1676;;
1677;3;0;244;Storavan;x;1886;1677;;
1678;4;0;248;Storsjon;x;1887;1678;;
1679;6;0;236;Lake geneva;x;1889;1679;;
1680;7;0;240;Bodensee;x;1890;1680;;
1681;8;0;244;Tuz Gola;x;1891;1681;;
1682;9;0;248;Lake Van;x;1892;1682;;
1683;10;0;232;Lake Daryacheh;x;1893;1683;;
1684;11;0;236;Sevan Lake;x;1894;1684;;
1685;14;0;248;Dongting;x;1897;1685;;
1686;16;0;236;Tana lake;x;1899;1686;;
1687;17;0;240;Lake Turkana;x;1900;1687;;
1688;81;104;191;Mpangu;x;1901;1688;;
1689;19;0;248;Lake Poopo;x;1902;1689;;
1690;20;0;232;Lake Champlain;x;1903;1690;;
1691;21;0;236;Lac Saint Jean;x;1904;1691;;
1692;22;0;240;Lac Manicouagan;x;1905;1692;;
1693;23;0;244;Lac Michikamau;x;1906;1693;;
1694;24;0;248;Lac Bienville;x;1907;1694;;
1695;25;0;232;Lac Al Eau Claire;x;1908;1695;;
1696;26;0;236;Lac Minto;x;1909;1696;;
1697;27;0;240;La Grande Riviere;x;1910;1697;;
1698;28;0;244;Lake Island;x;1911;1698;;
1699;29;0;248;Lake Reindeer;x;1912;1699;;
1700;30;0;232;Wollaston Lake;x;1913;1700;;
1701;31;0;236;Great Slave Lake;x;1914;1701;;
1702;32;0;240;Lake Athabasca;x;1915;1702;;
1703;33;0;244;Dubawni Lake;x;1916;1703;;
1704;34;0;248;Yathkyed Lake;x;1917;1704;;
1705;35;0;232;Kasba Lake;x;1918;1705;;
1706;36;0;236;Nueltin Lake;x;1919;1706;;
1707;37;0;240;Wholdaia Lake;x;1920;1707;;
1708;38;0;244;Peter Pond Lake;x;1921;1708;;
1709;39;0;248;Great salt lake;x;1922;1709;;
1710;40;0;232;Williston Lake;x;1923;1710;;
1711;62;206;252;Greenland tip;x;1924;1711;;
1712;225;191;200;Tana;x;1925;1712;;
1713;62;230;252;Northern baltic sea;x;1926;1713;;
1714;62;218;252;Eastern baltic sea;x;1927;1714;;
1715;62;210;252;Western Norwegian Sea;x;1929;1715;;
1716;49;150;248;Gulf of Satalia;x;1932;1716;;
1717;50;0;232;Bari;x;1933;1717;;
1718;251;0;36;Lucania;x;1934;1718;;
1719;55;0;0;Kovno;x;1936;1719;;
1720;65;0;250;Grodno;x;1937;1720;;
1721;75;0;25;Wizna;x ;1938;1721;;
1722;85;0;225;Leczyca;x;1939;1722;;
1723;95;0;50;Belz;x;1940;1723;;
1724;105;0;200;Turov;x;1941;1724;;
1725;110;0;75;Zhytomyr;x;1942;1725;;
1726;115;0;175;Bratslav;x;1943;1726;;
1727;120;0;100;Cherkasy;x;1944;1727;;
1728;125;0;150;Novgorod-Seversky;x;1945;1728;;
1729;63;0;244;Desh;x;1946;1729;;
